customerid,age,salary,balance,marital,education,job,targeted,default,housing,loan,contact,day,month,duration,campaign,response
14946,32,50000,116,single,secondary,admin.,yes,no,no,yes,cellular,16,7,4.25,2,no
14947,55,50000,-480,married,secondary,admin.,yes,no,no,no,cellular,16,7,8.97,2,no
14948,43,60000,381,married,secondary,technician,yes,no,yes,no,cellular,16,7,3.18,6,no
14949,54,100000,0,married,tertiary,management,yes,no,no,no,cellular,16,7,1.97,5,no
14950,41,60000,634,married,secondary,self-employed,yes,no,yes,no,cellular,16,7,3.98,2,no
14951,44,60000,106,married,secondary,technician,yes,no,yes,no,cellular,16,7,2.73,6,no
14952,59,50000,4387,married,primary,admin.,yes,no,yes,no,telephone,16,7,1.22,6,no
14953,32,60000,-138,single,secondary,technician,yes,no,no,no,cellular,16,7,4.63,2,no
14954,29,50000,73,married,secondary,admin.,yes,no,yes,no,cellular,16,7,4.2,2,no
14955,40,60000,-357,married,secondary,technician,yes,no,yes,no,cellular,16,7,11.67,4,yes
14956,36,20000,1305,divorced,secondary,blue-collar,yes,no,yes,no,cellular,16,7,5.75,10,no
14957,47,60000,80,single,secondary,technician,yes,no,yes,no,cellular,16,7,2.82,5,no
14958,37,20000,61,married,primary,blue-collar,yes,no,yes,no,cellular,16,7,2.6,3,no
14959,27,4000,119,married,secondary,student,yes,no,yes,no,cellular,16,7,13.02,2,yes
14960,38,70000,123,married,secondary,services,yes,no,yes,yes,telephone,16,7,3.37,6,no
14961,28,4000,61,single,tertiary,student,no,no,yes,no,cellular,16,7,6.68,8,no
14962,35,100000,36,married,tertiary,management,yes,no,no,yes,cellular,16,7,27.6,5,yes
14963,60,50000,0,divorced,secondary,admin.,yes,no,no,yes,telephone,16,7,5.95,7,no
14964,55,120000,12731,married,tertiary,entrepreneur,yes,no,yes,no,cellular,16,7,2.65,6,no
14965,34,20000,425,married,primary,blue-collar,yes,no,yes,no,cellular,16,7,23.15,7,no
14966,31,50000,0,single,secondary,admin.,yes,no,yes,no,cellular,16,7,17.6,2,no
14967,32,60000,-1668,married,secondary,self-employed,yes,no,yes,yes,cellular,16,7,2.77,6,no
14968,31,70000,-455,married,secondary,services,yes,yes,no,yes,cellular,16,7,2.8,2,no
14969,59,100000,-232,divorced,tertiary,management,no,no,no,yes,cellular,16,7,1.62,2,no
14970,40,20000,1206,married,primary,blue-collar,yes,no,no,yes,telephone,16,7,3.35,5,no
14971,39,60000,1238,married,tertiary,self-employed,yes,no,yes,no,cellular,16,7,3.53,1,no
14972,48,120000,151,married,secondary,entrepreneur,yes,no,no,no,cellular,16,7,3.18,1,no
14973,25,20000,195,single,secondary,blue-collar,yes,no,no,no,cellular,16,7,22.32,3,no
14974,59,100000,220,married,tertiary,management,yes,no,yes,no,telephone,16,7,0.5,2,no
14975,29,50000,454,single,secondary,admin.,yes,no,no,no,telephone,16,7,2.12,11,no
14976,42,60000,166,married,secondary,technician,yes,no,no,no,cellular,16,7,5.32,5,no
14977,38,50000,0,married,secondary,admin.,yes,no,yes,no,telephone,16,7,4.73,8,no
14978,38,50000,0,married,secondary,admin.,yes,no,yes,no,telephone,16,7,4.4,5,no
14979,58,55000,91,married,primary,retired,yes,no,no,yes,cellular,16,7,3.4,2,no
14980,38,70000,0,married,secondary,services,yes,no,no,yes,cellular,16,7,24.55,6,no
14981,31,100000,-1038,married,tertiary,management,yes,yes,yes,no,cellular,16,7,4.25,2,no
14982,37,50000,764,married,secondary,admin.,yes,no,yes,no,cellular,16,7,1.8,5,no
14983,32,50000,0,married,secondary,admin.,yes,no,yes,no,cellular,16,7,8.73,4,no
14984,55,20000,3919,married,secondary,blue-collar,yes,no,no,no,cellular,16,7,0.43,2,no
14985,37,20000,680,married,secondary,blue-collar,yes,no,yes,yes,cellular,16,7,10.22,3,no
14986,45,60000,-312,married,secondary,technician,yes,no,yes,no,cellular,16,7,4.47,1,no
14987,29,100000,16,married,tertiary,management,yes,no,yes,no,cellular,16,7,10.08,6,no
14988,33,70000,92,single,primary,services,yes,no,yes,no,cellular,17,7,1.05,11,no
14989,49,55000,1672,married,primary,retired,yes,no,no,no,cellular,17,7,2.13,3,no
14990,36,60000,522,married,secondary,technician,yes,no,yes,no,cellular,17,7,3.08,1,no
14991,47,8000,49,married,secondary,unemployed,yes,no,yes,no,cellular,17,7,1.1,7,no
14992,59,100000,120,married,primary,management,yes,no,no,yes,cellular,17,7,1.7,2,no
14993,42,55000,127,married,primary,retired,yes,no,no,yes,cellular,17,7,3.32,2,no
14994,38,20000,14058,single,tertiary,blue-collar,no,no,no,no,telephone,17,7,4.88,20,no
14995,51,70000,320,married,primary,services,yes,no,no,yes,cellular,17,7,0.98,2,no
14996,37,20000,-26,married,secondary,blue-collar,yes,no,no,no,telephone,17,7,3.48,2,no
14997,39,60000,167,married,secondary,self-employed,yes,no,yes,yes,cellular,17,7,5.5,1,no
14998,51,20000,0,married,primary,blue-collar,yes,no,no,yes,telephone,17,7,4.98,9,no
14999,27,100000,4909,married,tertiary,management,yes,no,no,yes,cellular,17,7,2.65,3,no
15000,43,100000,1880,married,primary,management,yes,no,yes,no,cellular,17,7,1.05,6,no
15001,37,60000,1142,married,secondary,technician,yes,no,yes,no,cellular,17,7,5.15,2,no
15002,49,100000,78,married,tertiary,management,yes,no,no,yes,cellular,17,7,4.28,2,no
15003,37,70000,43,single,secondary,services,yes,no,yes,no,cellular,17,7,0.6,2,no
15004,52,60000,272,married,secondary,technician,yes,no,no,yes,cellular,17,7,0.88,1,no
15005,42,20000,0,married,primary,blue-collar,yes,no,yes,no,cellular,17,7,1.18,1,no
15006,34,20000,808,married,secondary,blue-collar,yes,no,yes,yes,cellular,17,7,0.33,3,no
15007,37,100000,33,married,secondary,management,yes,yes,no,yes,cellular,17,7,1.95,1,no
15008,50,20000,1832,married,secondary,blue-collar,yes,no,yes,no,cellular,17,7,1.33,1,no
15009,48,50000,0,married,secondary,admin.,yes,no,yes,no,cellular,17,7,1.82,4,no
15010,49,100000,964,married,tertiary,management,yes,no,yes,yes,cellular,17,7,3.35,1,no
15011,42,70000,0,married,primary,services,yes,no,no,no,cellular,17,7,6.62,1,no
15012,39,50000,0,married,secondary,admin.,yes,no,yes,no,cellular,17,7,1.15,1,no
15013,58,20000,543,divorced,secondary,blue-collar,yes,no,no,yes,telephone,17,7,4.4,3,no
15014,31,60000,0,single,tertiary,technician,no,no,yes,no,cellular,17,7,1.5,1,no
15015,34,100000,29,married,secondary,management,yes,no,no,yes,cellular,17,7,1.57,2,no
15016,52,120000,10,married,secondary,entrepreneur,yes,no,no,yes,cellular,17,7,1.2,3,no
15017,43,120000,556,married,secondary,entrepreneur,yes,no,yes,no,cellular,17,7,5.28,1,no
15018,26,20000,-11,married,secondary,blue-collar,yes,no,yes,yes,cellular,17,7,19.17,3,yes
15019,36,60000,-179,married,secondary,technician,yes,no,yes,no,cellular,17,7,2.4,1,no
15020,26,120000,-142,married,secondary,entrepreneur,yes,no,yes,no,cellular,17,7,2.1,1,no
15021,34,70000,40,married,secondary,services,yes,no,yes,no,cellular,17,7,5.03,2,no
15022,49,60000,80,married,tertiary,technician,yes,no,no,no,cellular,17,7,2.05,1,no
15023,27,50000,180,single,secondary,admin.,yes,no,no,yes,cellular,17,7,1.9,1,no
15024,29,20000,723,married,secondary,blue-collar,yes,no,no,yes,cellular,17,7,3.92,1,no
15025,44,20000,10,married,primary,blue-collar,yes,no,yes,no,cellular,17,7,3.27,1,no
15026,40,70000,518,married,secondary,services,yes,no,no,no,telephone,17,7,1.4,1,no
15027,36,100000,-633,married,tertiary,management,yes,no,yes,no,cellular,17,7,1.77,1,no
15028,32,100000,958,married,tertiary,management,yes,no,yes,no,telephone,17,7,2.52,1,no
15029,30,70000,7032,married,secondary,services,yes,no,no,no,cellular,17,7,1.7,1,no
15030,55,55000,119,married,secondary,retired,yes,no,no,yes,cellular,17,7,8.68,1,no
15031,32,100000,710,married,tertiary,management,yes,no,yes,no,cellular,17,7,3.02,2,no
15032,35,50000,0,married,secondary,admin.,yes,no,no,no,cellular,17,7,1.33,5,no
15033,37,60000,0,married,secondary,self-employed,yes,yes,yes,no,cellular,17,7,2.63,1,no
15034,53,70000,0,married,secondary,services,yes,no,yes,no,cellular,17,7,3.12,1,no
15035,55,55000,138,divorced,secondary,retired,yes,no,no,no,cellular,17,7,3.42,1,no
15036,46,120000,294,married,secondary,entrepreneur,yes,no,yes,no,cellular,17,7,3.8,1,no
15037,26,20000,4146,single,secondary,blue-collar,yes,no,no,no,cellular,17,7,10.47,1,no
15038,51,60000,563,married,secondary,technician,yes,no,yes,no,cellular,17,7,1.95,3,no
15039,55,8000,79,divorced,secondary,unemployed,yes,no,yes,no,cellular,17,7,6.97,2,no
15040,40,50000,-769,married,secondary,admin.,yes,no,yes,yes,cellular,17,7,1.07,1,no
15041,60,120000,83,married,primary,entrepreneur,yes,no,yes,no,cellular,17,7,5.03,2,no
15042,35,16000,113,married,primary,housemaid,yes,no,yes,no,cellular,17,7,15.38,2,yes
15043,41,16000,15,married,primary,housemaid,yes,no,no,yes,telephone,17,7,0.28,3,no
15044,42,50000,1279,married,secondary,admin.,yes,no,yes,no,cellular,17,7,0.83,1,no
15045,36,20000,0,married,secondary,blue-collar,yes,no,yes,no,cellular,17,7,1.2,1,no
15046,27,16000,0,married,secondary,housemaid,yes,no,no,yes,cellular,17,7,1.2,1,no
15047,52,50000,1426,divorced,secondary,admin.,yes,no,no,no,cellular,17,7,1.92,1,no
15048,36,70000,80,single,secondary,services,yes,no,no,yes,cellular,17,7,4.3,1,no
15049,30,70000,1286,married,secondary,services,yes,no,yes,yes,cellular,17,7,9.07,1,no
15050,30,100000,3134,married,tertiary,management,yes,no,yes,no,cellular,17,7,2.07,1,no
15051,52,20000,1405,married,secondary,blue-collar,yes,no,no,yes,cellular,17,7,12.55,2,yes
15052,42,60000,1977,single,secondary,technician,yes,no,no,no,cellular,17,7,1.2,6,no
15053,45,100000,668,married,tertiary,management,yes,no,no,yes,cellular,17,7,6.52,2,no
15054,32,50000,2017,divorced,secondary,admin.,yes,no,no,yes,cellular,17,7,11.43,1,no
15055,42,70000,138,divorced,secondary,services,yes,no,no,no,cellular,17,7,5.4,1,no
15056,42,50000,168,single,tertiary,admin.,no,no,yes,no,cellular,17,7,4.92,1,no
15057,30,100000,4,single,tertiary,management,no,no,yes,no,cellular,17,7,4.73,1,no
15058,31,60000,187,single,unknown,technician,no,no,no,no,cellular,17,7,1.43,1,no
15059,48,20000,1513,married,secondary,blue-collar,yes,no,no,yes,cellular,17,7,19.52,1,no
15060,42,20000,5639,married,secondary,blue-collar,yes,no,yes,no,cellular,17,7,7.17,2,no
15061,46,100000,-154,divorced,tertiary,management,no,no,no,no,cellular,17,7,3.35,1,no
15062,38,100000,151,divorced,tertiary,management,no,no,yes,no,cellular,17,7,0.83,1,no
15063,46,50000,509,divorced,primary,admin.,yes,no,no,no,cellular,17,7,4.53,1,no
15064,33,20000,-260,married,secondary,blue-collar,yes,no,yes,yes,cellular,17,7,3.73,2,no
15065,56,20000,0,married,primary,blue-collar,yes,no,yes,no,cellular,17,7,1.37,1,no
15066,34,50000,255,married,secondary,admin.,yes,no,no,yes,telephone,17,7,5.73,10,no
15067,39,100000,3760,married,primary,management,yes,no,no,yes,cellular,17,7,4.37,1,no
15068,27,100000,342,married,tertiary,management,yes,no,yes,no,cellular,17,7,13.63,1,no
15069,48,16000,379,married,primary,housemaid,yes,no,no,no,cellular,17,7,6.7,2,no
15070,35,100000,0,married,tertiary,management,yes,no,no,no,cellular,17,7,2.12,5,no
15071,48,60000,658,married,tertiary,technician,yes,no,yes,no,cellular,17,7,1.48,1,no
15072,29,100000,727,married,tertiary,management,yes,no,yes,no,cellular,17,7,1.45,1,no
15073,30,50000,-44,married,secondary,admin.,yes,no,yes,no,cellular,17,7,1.62,1,no
15074,34,100000,3064,married,tertiary,management,yes,no,yes,no,cellular,17,7,5.4,1,no
15075,35,50000,20,divorced,secondary,admin.,yes,no,no,yes,cellular,17,7,4.78,1,no
15076,48,120000,461,married,tertiary,entrepreneur,yes,no,no,yes,cellular,17,7,4.73,1,no
15077,32,100000,14611,married,secondary,management,yes,no,yes,no,cellular,17,7,1.12,1,no
15078,43,20000,833,married,secondary,blue-collar,yes,no,no,no,cellular,17,7,2.6,1,no
15079,51,100000,333,married,tertiary,management,yes,no,no,yes,cellular,17,7,3.9,1,no
15080,34,70000,797,divorced,secondary,services,yes,no,yes,no,cellular,17,7,0.9,1,no
15081,27,16000,65,married,secondary,housemaid,yes,yes,yes,yes,cellular,17,7,0.98,1,no
15082,25,60000,453,single,tertiary,self-employed,no,no,yes,no,cellular,17,7,2.23,1,no
15083,57,70000,443,married,primary,services,yes,no,no,no,telephone,17,7,2.78,1,no
15084,29,70000,0,single,secondary,services,yes,no,no,no,cellular,17,7,0.97,1,no
15085,47,20000,840,married,primary,blue-collar,yes,no,no,yes,cellular,17,7,8.48,1,no
15086,34,50000,-191,married,secondary,admin.,yes,no,yes,no,cellular,17,7,2.6,6,no
15087,26,60000,82,single,tertiary,self-employed,no,no,yes,no,cellular,17,7,3.33,1,no
15088,35,8000,145,single,secondary,unemployed,yes,no,no,no,cellular,17,7,5.9,1,no
15089,31,20000,528,single,primary,blue-collar,yes,no,yes,no,cellular,17,7,2.38,1,no
15090,25,4000,963,single,secondary,student,yes,no,yes,no,cellular,17,7,0.47,1,no
15091,31,100000,2336,single,tertiary,management,no,no,no,no,cellular,17,7,3.73,1,no
15092,55,100000,6507,single,tertiary,management,no,no,yes,yes,cellular,17,7,1.82,1,no
15093,32,20000,118,single,secondary,blue-collar,yes,no,yes,no,cellular,17,7,21.25,1,yes
15094,30,100000,931,married,tertiary,management,yes,no,no,no,cellular,17,7,19.72,1,no
15095,39,60000,251,married,secondary,technician,yes,no,yes,no,cellular,17,7,5.7,2,yes
15096,28,20000,379,married,secondary,blue-collar,yes,no,no,yes,cellular,17,7,2.73,1,no
15097,30,100000,248,married,tertiary,management,yes,no,no,no,cellular,17,7,11.53,1,no
15098,46,60000,-154,divorced,secondary,technician,yes,no,yes,no,cellular,17,7,2.63,1,no
15099,53,100000,1348,married,tertiary,management,yes,no,no,yes,cellular,17,7,2,3,no
15100,25,70000,10,married,secondary,services,yes,no,yes,no,cellular,17,7,1.9,1,no
15101,34,100000,4943,married,tertiary,management,yes,no,yes,no,cellular,17,7,1.97,2,no
15102,58,70000,553,married,secondary,services,yes,no,no,yes,telephone,17,7,1.82,3,no
15103,31,20000,212,married,secondary,blue-collar,yes,no,yes,yes,cellular,17,7,2.38,2,no
15104,32,50000,1031,married,secondary,admin.,yes,no,yes,no,cellular,17,7,1.4,1,no
15105,58,50000,1813,married,secondary,admin.,yes,no,yes,no,telephone,17,7,0.25,1,no
15106,42,60000,782,married,secondary,technician,yes,no,yes,no,cellular,17,7,8.93,2,no
15107,60,55000,129,divorced,tertiary,retired,no,no,no,no,cellular,17,7,8.17,7,no
15108,43,50000,587,divorced,secondary,admin.,yes,no,yes,no,cellular,17,7,4.7,1,no
15109,31,20000,-277,divorced,secondary,blue-collar,yes,no,yes,no,telephone,17,7,16.8,2,yes
15110,52,100000,1564,married,tertiary,management,yes,no,yes,no,cellular,17,7,8.22,1,no
15111,32,60000,133,married,tertiary,technician,yes,no,yes,no,cellular,17,7,7.02,1,no
15112,27,20000,1,married,secondary,blue-collar,yes,no,yes,no,cellular,17,7,4.32,1,no
15113,37,100000,50,married,tertiary,management,yes,no,no,yes,cellular,17,7,1.75,1,no
15114,39,100000,0,married,tertiary,management,yes,no,yes,yes,cellular,17,7,5.02,1,no
15115,30,70000,21,divorced,secondary,services,yes,no,no,no,cellular,17,7,0.82,1,no
15116,31,70000,2251,single,secondary,services,yes,no,yes,yes,cellular,17,7,2.23,1,no
15117,31,60000,2951,married,tertiary,technician,yes,no,yes,no,cellular,17,7,1.92,1,no
15118,26,70000,-189,single,secondary,services,yes,no,no,yes,cellular,17,7,8.97,2,yes
15119,47,100000,555,married,unknown,management,no,no,yes,no,cellular,17,7,2.98,1,no
15120,50,20000,216,married,primary,blue-collar,yes,no,yes,no,cellular,17,7,3.25,3,no
15121,42,100000,4,married,tertiary,management,yes,no,yes,no,cellular,17,7,13.25,1,yes
15122,59,50000,-797,married,secondary,admin.,yes,no,no,yes,cellular,17,7,3.75,3,no
15123,32,60000,348,married,secondary,technician,yes,no,yes,no,cellular,17,7,15.43,1,yes
15124,50,60000,291,divorced,tertiary,technician,no,no,no,yes,cellular,17,7,3.65,1,no
15125,29,60000,406,single,tertiary,technician,no,no,yes,no,cellular,17,7,1.98,1,no
15126,28,100000,3516,married,tertiary,management,yes,no,no,no,cellular,17,7,3.87,1,no
15127,57,100000,429,divorced,tertiary,management,no,no,yes,no,cellular,17,7,4.08,1,no
15128,39,20000,-99,married,secondary,blue-collar,yes,no,no,no,cellular,17,7,4.33,1,no
15129,39,70000,282,divorced,secondary,services,yes,no,yes,no,cellular,17,7,4.05,1,no
15130,43,60000,3530,married,tertiary,technician,yes,no,yes,no,cellular,17,7,7.83,1,no
15131,35,100000,489,married,tertiary,management,yes,no,yes,no,cellular,17,7,1.82,3,no
15132,26,60000,603,single,secondary,technician,yes,no,no,yes,cellular,17,7,2.93,1,no
15133,38,60000,1803,divorced,secondary,technician,yes,no,no,yes,cellular,17,7,2.87,1,no
15134,36,100000,25,married,tertiary,management,yes,no,yes,no,cellular,17,7,6.55,1,no
15135,33,100000,171,single,tertiary,management,no,no,yes,no,cellular,17,7,1.18,1,no
15136,31,100000,-453,married,secondary,management,yes,no,yes,yes,cellular,17,7,2.62,1,no
15137,37,60000,101,married,secondary,technician,yes,no,no,no,cellular,17,7,2.17,1,no
15138,29,20000,-61,single,secondary,blue-collar,yes,no,no,no,cellular,17,7,4.5,1,no
15139,35,100000,138,single,secondary,management,yes,no,yes,yes,cellular,17,7,1.32,1,no
15140,34,70000,9,married,secondary,services,yes,no,yes,no,cellular,17,7,10.92,1,no
15141,35,20000,-35,married,primary,blue-collar,yes,no,yes,no,cellular,17,7,2.05,2,no
15142,45,70000,71,single,secondary,services,yes,no,yes,no,cellular,17,7,7.98,1,no
15143,38,60000,37,married,secondary,technician,yes,no,no,no,cellular,17,7,1.6,1,no
15144,27,50000,5,single,unknown,admin.,no,no,yes,no,cellular,17,7,3.75,2,no
15145,34,100000,11,married,tertiary,management,yes,no,yes,no,cellular,17,7,10.9,1,no
15146,36,20000,2894,married,secondary,blue-collar,yes,no,yes,no,cellular,17,7,12.45,1,no
15147,32,100000,12,divorced,tertiary,management,no,no,no,no,cellular,17,7,5.35,1,no
15148,57,50000,17,married,unknown,admin.,no,no,no,no,cellular,17,7,0.9,4,no
15149,41,100000,49,married,tertiary,management,yes,no,yes,no,cellular,17,7,5.2,5,no
15150,27,70000,1820,single,secondary,services,yes,no,yes,no,cellular,17,7,17.12,1,yes
15151,34,100000,1396,single,tertiary,management,no,no,yes,no,cellular,17,7,10.5,1,no
15152,29,20000,28,single,secondary,blue-collar,yes,no,no,no,cellular,17,7,6,2,no
15153,43,20000,255,married,primary,blue-collar,yes,no,yes,no,cellular,17,7,3,1,no
15154,49,20000,825,married,secondary,blue-collar,yes,no,yes,no,cellular,17,7,0.37,1,no
15155,39,100000,363,married,secondary,management,yes,no,yes,yes,cellular,17,7,3.07,1,no
15156,28,100000,416,single,tertiary,management,no,no,yes,yes,cellular,17,7,5.75,1,no
15157,34,100000,1360,single,secondary,management,yes,no,yes,no,cellular,17,7,8.43,1,no
15158,38,60000,922,married,secondary,technician,yes,no,yes,yes,cellular,17,7,6.47,2,no
15159,59,55000,6108,married,tertiary,retired,yes,no,yes,no,cellular,17,7,13.27,2,no
15160,52,20000,336,married,primary,blue-collar,yes,no,no,yes,telephone,17,7,6.35,7,no
15161,31,70000,-30,married,secondary,services,yes,no,yes,yes,cellular,17,7,13.4,2,no
15162,45,60000,1081,married,secondary,technician,yes,no,yes,no,cellular,17,7,2.12,3,no
15163,41,70000,0,married,primary,services,yes,no,yes,no,cellular,17,7,0.3,11,no
15164,32,70000,1844,married,secondary,services,yes,no,yes,yes,cellular,17,7,2.8,6,no
15165,29,70000,37,single,secondary,services,yes,no,no,yes,cellular,17,7,5.15,2,no
15166,34,100000,1784,married,tertiary,management,yes,no,yes,no,cellular,17,7,0.72,2,no
15167,41,8000,142,divorced,secondary,unemployed,yes,no,yes,no,cellular,17,7,5.88,3,no
15168,29,50000,453,married,secondary,admin.,yes,no,yes,no,cellular,17,7,6.4,4,no
15169,32,60000,231,married,tertiary,technician,yes,no,yes,no,cellular,17,7,2.95,2,no
15170,50,20000,84,married,secondary,blue-collar,yes,no,yes,no,cellular,17,7,0.3,8,no
15171,44,70000,0,divorced,secondary,services,yes,no,no,yes,cellular,17,7,4.58,17,no
15172,33,70000,70,married,secondary,services,yes,no,no,no,cellular,17,7,6.3,7,no
15173,30,100000,1289,single,tertiary,management,no,no,no,no,cellular,17,7,8.15,2,no
15174,34,50000,1,married,tertiary,admin.,yes,no,yes,no,cellular,17,7,0.9,3,no
15175,57,100000,2538,married,primary,management,yes,no,no,yes,telephone,17,7,8.08,2,no
15176,33,60000,1904,divorced,secondary,self-employed,yes,no,yes,no,cellular,17,7,26.4,2,yes
